edad,trabajo,estado_civil,educacion,impago,saldo,hipoteca,prestamo,contacto,día,mes,duracion,contactos_campana,dias_ultimo_contacto,contactos_previos,resultado_campana_previa,respuesta
50,gerente,casado,secundaria,no,732,no,no,cellular,7,apr,736,7,-1,0,unknown,no
37,tecnico,casado,secundaria,no,2707,yes,no,telephone,16,jul,109,1,-1,0,unknown,no
41,tecnico,casado,terciaria,no,177,yes,no,telephone,11,jul,117,2,-1,0,unknown,no
49,administrativo,casado,secundaria,no,13229,no,yes,telephone,8,jul,77,2,-1,0,unknown,no
41,obrero,casado,primaria,no,-204,yes,yes,unknown,6,jun,42,1,-1,0,unknown,no
40,tecnico,casado,secundaria,no,990,yes,no,cellular,6,feb,252,3,-1,0,unknown,no
38,obrero,casado,secundaria,no,648,yes,no,unknown,3,jun,179,1,-1,0,unknown,no
34,tecnico,casado,secundaria,no,50,no,no,cellular,11,aug,106,3,-1,0,unknown,no
49,emprendedor,casado,secundaria,no,1916,no,yes,telephone,14,jul,281,3,-1,0,unknown,no
72,jubilado,casado,primaria,no,763,no,no,cellular,24,apr,384,2,-1,0,unknown,yes
34,obrero,casado,secundaria,no,470,yes,yes,cellular,20,apr,217,1,-1,0,unknown,no
31,tecnico,casado,secundaria,no,0,no,yes,cellular,19,aug,144,4,-1,0,unknown,no
33,obrero,soltero,secundaria,no,5739,yes,yes,cellular,21,nov,374,1,-1,0,unknown,no
31,gerente,casado,terciaria,no,0,no,no,unknown,14,may,298,1,-1,0,unknown,no
55,gerente,casado,terciaria,no,-375,no,no,cellular,30,jul,814,2,-1,0,unknown,yes
25,desempleado,casado,secundaria,no,157,yes,no,cellular,28,jul,33,31,-1,0,unknown,no
34,gerente,casado,terciaria,no,1518,yes,no,cellular,20,nov,128,2,-1,0,unknown,no
53,gerente,casado,terciaria,no,1343,no,no,cellular,5,aug,129,4,-1,0,unknown,no
39,gerente,soltero,terciaria,yes,-401,yes,no,cellular,19,aug,274,4,-1,0,unknown,no
41,gerente,casado,primaria,no,5310,yes,no,cellular,17,nov,984,1,-1,0,unknown,yes
32,obrero,soltero,secundaria,no,2285,yes,no,unknown,14,may,413,2,-1,0,unknown,no
29,administrativo,casado,secundaria,no,22171,yes,no,cellular,18,may,44,1,355,3,failure,no
56,gerente,casado,terciaria,no,856,yes,yes,cellular,4,feb,70,4,7,7,other,no
19,estudiante,soltero,desconocido,no,1169,no,no,cellular,6,feb,463,18,-1,0,unknown,no
39,gerente,soltero,terciaria,no,3797,no,no,cellular,2,jun,96,2,-1,0,unknown,no
32,obrero,soltero,secundaria,no,53,yes,no,cellular,18,nov,276,1,195,1,failure,no
43,obrero,casado,primaria,no,2519,yes,no,cellular,16,apr,257,2,146,9,other,no
32,emprendedor,casado,primaria,no,795,no,no,cellular,8,aug,131,3,-1,0,unknown,no
53,administrativo,divorciado,secundaria,no,0,yes,yes,cellular,30,apr,586,2,-1,0,unknown,no
52,obrero,casado,secundaria,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure,yes
43,tecnico,soltero,secundaria,no,34,no,no,telephone,30,jul,29,1,-1,0,unknown,no
48,tecnico,casado,secundaria,no,5,no,no,unknown,9,jun,65,6,-1,0,unknown,no
27,tecnico,soltero,secundaria,no,15,yes,no,cellular,25,jul,67,3,-1,0,unknown,no
27,gerente,soltero,terciaria,no,390,no,no,cellular,28,oct,190,1,82,1,success,no
51,gerente,casado,desconocido,no,712,no,no,cellular,13,aug,287,2,-1,0,unknown,no
39,administrativo,soltero,terciaria,no,2600,yes,no,unknown,17,jun,77,1,-1,0,unknown,no
33,obrero,casado,secundaria,no,-241,yes,yes,unknown,27,may,169,1,-1,0,unknown,no
50,obrero,divorciado,primaria,no,1545,yes,no,cellular,20,nov,25,1,-1,0,unknown,no
59,jubilado,divorciado,secundaria,no,1026,no,no,unknown,5,nov,669,1,-1,0,unknown,yes
58,ama_de_casa,casado,primaria,no,435,yes,no,telephone,28,jul,122,6,-1,0,unknown,no
54,tecnico,casado,terciaria,no,876,no,no,cellular,27,oct,269,3,541,3,success,yes
60,obrero,casado,secundaria,no,1801,no,no,telephone,29,oct,167,1,-1,0,unknown,no
38,gerente,casado,terciaria,no,2278,yes,yes,cellular,13,may,244,1,-1,0,unknown,no
39,obrero,casado,desconocido,no,157,yes,no,unknown,30,may,99,6,-1,0,unknown,no
40,administrativo,casado,secundaria,no,1327,yes,yes,unknown,26,may,76,2,-1,0,unknown,no
55,obrero,casado,primaria,no,284,no,yes,telephone,14,jul,252,4,-1,0,unknown,no
36,gerente,casado,terciaria,no,495,no,no,cellular,12,mar,213,3,182,6,success,yes
31,administrativo,soltero,secundaria,no,1588,yes,no,unknown,3,jun,14,1,-1,0,unknown,no
38,servicios,casado,secundaria,no,0,yes,no,telephone,28,jul,121,2,-1,0,unknown,no
52,gerente,casado,secundaria,no,428,yes,no,unknown,30,may,153,1,-1,0,unknown,no
45,administrativo,casado,primaria,no,542,no,no,cellular,11,may,8,5,350,3,other,no
32,obrero,casado,primaria,no,66,no,no,cellular,19,nov,244,1,-1,0,unknown,no
58,obrero,divorciado,secundaria,no,314,no,no,unknown,25,jun,67,2,-1,0,unknown,no
35,gerente,casado,terciaria,no,24,yes,no,cellular,8,apr,169,1,231,2,failure,no
36,gerente,soltero,terciaria,no,613,no,no,cellular,7,aug,86,2,-1,0,unknown,no
55,jubilado,casado,secundaria,no,1467,no,yes,cellular,29,jul,277,2,-1,0,unknown,no
45,obrero,casado,secundaria,no,192,yes,no,cellular,13,may,154,5,176,1,other,no
49,gerente,casado,secundaria,no,321,no,no,unknown,9,jun,135,3,-1,0,unknown,no
44,obrero,casado,secundaria,no,788,yes,no,cellular,17,apr,392,1,-1,0,unknown,no
37,obrero,divorciado,secundaria,no,48,yes,no,unknown,8,may,133,2,-1,0,unknown,no
35,obrero,casado,secundaria,no,262,no,no,cellular,2,jul,96,2,109,4,success,no
36,obrero,casado,secundaria,no,4438,yes,no,unknown,20,may,446,1,-1,0,unknown,yes
44,servicios,soltero,secundaria,no,5045,yes,no,cellular,21,nov,20,6,175,15,other,no
32,obrero,soltero,terciaria,no,3014,yes,no,cellular,7,may,291,2,-1,0,unknown,no
56,gerente,casado,terciaria,no,21664,no,no,unknown,17,jun,214,8,-1,0,unknown,no
32,gerente,casado,terciaria,no,5878,no,no,cellular,19,aug,159,2,-1,0,unknown,no
35,emprendedor,casado,terciaria,no,2723,yes,yes,cellular,8,aug,275,4,-1,0,unknown,no
44,gerente,casado,secundaria,no,576,yes,no,unknown,8,may,128,3,-1,0,unknown,no
59,emprendedor,casado,primaria,no,0,no,no,telephone,19,nov,207,2,153,1,failure,no
31,obrero,soltero,terciaria,no,2197,yes,no,unknown,23,may,146,3,-1,0,unknown,no
60,obrero,casado,desconocido,no,104,yes,no,unknown,5,may,22,1,-1,0,unknown,no
33,tecnico,soltero,secundaria,no,1279,yes,no,cellular,18,may,239,2,349,3,success,no
45,administrativo,casado,secundaria,no,295,yes,no,cellular,23,jul,92,1,-1,0,unknown,no
45,obrero,casado,primaria,no,2128,yes,no,unknown,19,may,149,4,-1,0,unknown,no
57,administrativo,casado,secundaria,no,367,no,no,telephone,16,nov,107,2,-1,0,unknown,no
36,gerente,casado,terciaria,no,1477,no,no,cellular,7,aug,71,2,-1,0,unknown,no
30,obrero,soltero,primaria,no,71,yes,no,unknown,19,may,122,6,-1,0,unknown,no
30,administrativo,soltero,secundaria,no,127,yes,no,cellular,18,may,16,6,368,1,other,no
59,desempleado,divorciado,secundaria,no,2921,no,no,telephone,3,feb,251,1,-1,0,unknown,no
58,gerente,casado,terciaria,no,16264,no,no,telephone,17,nov,215,3,-1,0,unknown,no
49,jubilado,casado,primaria,no,1672,no,no,cellular,17,jul,128,3,-1,0,unknown,no
48,tecnico,casado,terciaria,no,9207,no,no,cellular,18,aug,445,3,-1,0,unknown,no
28,tecnico,soltero,terciaria,no,356,no,no,cellular,2,mar,76,2,-1,0,unknown,no
59,gerente,divorciado,primaria,no,133,yes,no,cellular,9,jul,206,1,-1,0,unknown,no
40,gerente,casado,terciaria,no,1217,yes,yes,cellular,18,nov,155,1,-1,0,unknown,no
32,tecnico,divorciado,secundaria,no,202,yes,no,cellular,4,feb,429,1,201,1,failure,no
58,obrero,casado,secundaria,no,590,no,yes,unknown,5,jun,133,1,-1,0,unknown,no
28,autonomo,soltero,terciaria,no,442,no,no,cellular,19,jun,474,3,95,3,other,yes
27,tecnico,soltero,terciaria,no,808,yes,no,cellular,15,may,578,1,364,1,other,no
38,gerente,soltero,terciaria,no,427,yes,no,cellular,6,may,17,3,169,2,failure,no
53,tecnico,casado,terciaria,no,431,yes,no,unknown,11,jun,74,1,-1,0,unknown,no
60,servicios,casado,terciaria,no,4256,yes,no,cellular,16,aug,239,3,761,1,other,yes
33,gerente,divorciado,terciaria,no,0,yes,yes,cellular,19,aug,275,8,-1,0,unknown,no
52,servicios,divorciado,secundaria,no,238,yes,no,cellular,6,may,101,1,362,5,other,no
64,jubilado,casado,terciaria,no,846,no,no,cellular,11,feb,671,1,181,3,failure,yes
40,obrero,soltero,secundaria,no,3,no,no,cellular,19,nov,998,1,-1,0,unknown,yes
52,administrativo,casado,secundaria,no,693,no,no,unknown,12,jun,271,1,-1,0,unknown,no
28,estudiante,soltero,secundaria,no,0,yes,no,unknown,15,may,133,3,-1,0,unknown,no
49,gerente,casado,secundaria,no,362,yes,no,unknown,4,jun,84,2,-1,0,unknown,no
28,tecnico,soltero,secundaria,no,618,yes,no,cellular,7,may,281,1,-1,0,unknown,no
29,tecnico,soltero,terciaria,no,2893,yes,no,unknown,3,jun,250,1,-1,0,unknown,no
87,jubilado,casado,primaria,no,230,no,no,cellular,30,oct,144,1,-1,0,unknown,yes
37,gerente,divorciado,secundaria,no,1287,yes,no,cellular,14,may,432,1,-1,0,unknown,no
36,servicios,casado,primaria,no,179,no,no,unknown,9,jun,411,1,-1,0,unknown,no
35,autonomo,casado,terciaria,no,980,no,no,cellular,2,aug,428,2,336,6,failure,no
33,administrativo,casado,terciaria,no,79,yes,no,cellular,22,oct,249,2,335,2,failure,yes
60,administrativo,casado,secundaria,no,3043,no,no,cellular,19,aug,235,3,-1,0,unknown,no
25,gerente,soltero,terciaria,no,808,no,no,cellular,18,sep,267,2,114,2,failure,yes
69,jubilado,casado,secundaria,no,745,no,no,telephone,9,sep,595,1,-1,0,unknown,no
41,estudiante,casado,secundaria,no,1309,no,no,unknown,20,jun,28,4,-1,0,unknown,no
48,gerente,soltero,secundaria,no,290,yes,no,cellular,21,jul,257,2,-1,0,unknown,no
35,obrero,divorciado,primaria,no,1792,yes,no,cellular,31,jul,630,6,-1,0,unknown,yes
30,obrero,soltero,secundaria,no,178,yes,no,unknown,20,may,747,5,-1,0,unknown,no
59,gerente,casado,terciaria,no,0,no,no,cellular,27,aug,87,4,-1,0,unknown,no
32,gerente,soltero,terciaria,no,537,no,no,unknown,29,may,187,3,-1,0,unknown,no
28,obrero,soltero,secundaria,no,416,yes,no,unknown,13,may,452,2,-1,0,unknown,no
60,obrero,casado,primaria,no,1472,no,no,unknown,20,jun,36,4,-1,0,unknown,no
36,gerente,casado,primaria,no,3953,yes,no,cellular,19,nov,277,1,-1,0,unknown,no
32,gerente,soltero,terciaria,no,112,yes,no,cellular,5,may,118,1,-1,0,unknown,no
34,gerente,divorciado,terciaria,no,13204,yes,yes,cellular,20,nov,197,2,-1,0,unknown,no
58,obrero,casado,secundaria,no,0,no,yes,cellular,14,apr,101,5,-1,0,unknown,no
53,gerente,casado,desconocido,no,2240,yes,no,cellular,2,jun,282,2,385,1,success,yes
31,gerente,casado,terciaria,no,22546,yes,no,cellular,14,may,8,6,267,4,failure,no
33,administrativo,casado,secundaria,no,0,yes,no,telephone,17,jul,1448,7,-1,0,unknown,yes
46,desempleado,divorciado,primaria,no,23,no,no,cellular,21,nov,344,1,-1,0,unknown,no
29,obrero,casado,secundaria,no,228,yes,no,cellular,11,may,12,8,342,9,failure,no
37,autonomo,casado,secundaria,no,215,yes,no,unknown,6,jun,61,1,-1,0,unknown,no
58,obrero,casado,primaria,no,23,yes,no,unknown,20,may,91,6,-1,0,unknown,no
34,gerente,casado,secundaria,no,293,yes,no,unknown,21,may,162,3,-1,0,unknown,no
34,obrero,divorciado,secundaria,no,0,no,yes,unknown,21,may,339,1,-1,0,unknown,no
49,emprendedor,casado,primaria,no,199,no,no,unknown,13,may,113,2,-1,0,unknown,no
53,administrativo,casado,secundaria,no,459,no,no,cellular,5,apr,558,1,-1,0,unknown,yes
42,desempleado,casado,secundaria,no,8131,yes,no,unknown,30,may,69,1,-1,0,unknown,no
40,servicios,casado,secundaria,no,-378,yes,yes,cellular,13,may,541,1,295,6,failure,no
30,obrero,soltero,primaria,no,395,no,no,cellular,21,nov,429,1,-1,0,unknown,no
31,tecnico,divorciado,secundaria,no,10787,yes,no,unknown,4,jun,135,2,-1,0,unknown,no
55,administrativo,casado,secundaria,no,865,yes,no,cellular,27,oct,96,1,111,3,failure,no
36,gerente,casado,terciaria,no,340,yes,no,cellular,20,apr,68,2,-1,0,unknown,no
31,obrero,soltero,secundaria,no,1882,no,no,cellular,7,may,529,2,-1,0,unknown,no
26,gerente,casado,terciaria,no,265,no,no,cellular,30,jan,650,2,-1,0,unknown,no
31,administrativo,casado,secundaria,no,389,yes,no,cellular,7,dec,69,1,185,2,failure,no
49,administrativo,casado,secundaria,no,0,yes,yes,cellular,29,jul,71,7,-1,0,unknown,no
54,gerente,casado,terciaria,no,384,yes,no,cellular,12,may,30,7,-1,0,unknown,no
47,gerente,divorciado,terciaria,no,94,yes,no,cellular,31,jul,9,19,-1,0,unknown,no
61,gerente,casado,secundaria,no,1471,no,no,cellular,12,aug,331,2,-1,0,unknown,no
49,obrero,casado,primaria,no,937,yes,no,unknown,12,jun,66,1,-1,0,unknown,no
51,tecnico,casado,secundaria,no,500,yes,no,cellular,20,nov,26,6,-1,0,unknown,no
53,obrero,casado,primaria,no,25,yes,no,unknown,6,may,266,3,-1,0,unknown,no
35,gerente,casado,terciaria,no,365,no,no,cellular,21,nov,168,2,-1,0,unknown,no
25,desempleado,soltero,secundaria,no,34,no,yes,unknown,4,jul,316,1,-1,0,unknown,no
79,jubilado,casado,primaria,no,429,no,no,telephone,8,jul,1006,2,-1,0,unknown,yes
53,tecnico,casado,primaria,no,6839,yes,no,cellular,19,nov,77,1,-1,0,unknown,no
21,estudiante,soltero,secundaria,no,6,no,no,unknown,9,may,622,1,-1,0,unknown,no
33,obrero,casado,secundaria,no,467,yes,no,unknown,21,may,494,2,-1,0,unknown,no
40,autonomo,divorciado,secundaria,no,1876,no,yes,unknown,20,jun,269,1,-1,0,unknown,no
34,emprendedor,casado,secundaria,no,1847,yes,no,cellular,9,apr,543,3,321,6,failure,no
52,desconocido,casado,primaria,no,247,no,no,cellular,29,jul,268,6,-1,0,unknown,no
27,administrativo,casado,secundaria,no,897,no,no,cellular,5,jun,397,1,-1,0,unknown,yes
57,servicios,divorciado,secundaria,no,4664,no,no,cellular,21,nov,22,4,114,1,failure,no
51,autonomo,divorciado,secundaria,no,1291,yes,no,unknown,3,jun,51,2,-1,0,unknown,no
31,estudiante,soltero,terciaria,no,64,no,no,cellular,15,sep,208,1,105,2,success,no
49,desempleado,casado,terciaria,no,-471,yes,no,cellular,20,nov,77,3,185,7,failure,no
32,gerente,soltero,terciaria,no,1160,yes,yes,unknown,11,jun,450,2,-1,0,unknown,no
28,administrativo,soltero,terciaria,no,14,no,no,cellular,1,jun,201,1,-1,0,unknown,no
33,obrero,casado,secundaria,no,26,yes,no,cellular,17,apr,342,3,332,1,other,no
50,obrero,casado,desconocido,no,452,no,no,cellular,20,aug,181,2,-1,0,unknown,no
42,obrero,soltero,secundaria,no,382,yes,no,cellular,13,may,294,1,-1,0,unknown,no
45,administrativo,casado,desconocido,no,2033,no,no,cellular,30,nov,123,1,186,4,failure,no
34,desempleado,casado,secundaria,no,0,yes,no,cellular,13,may,172,1,-1,0,unknown,no
56,administrativo,divorciado,desconocido,no,789,yes,no,cellular,8,may,1022,1,360,2,failure,no
33,obrero,soltero,secundaria,no,142,yes,no,cellular,14,may,123,1,360,3,other,no
34,administrativo,casado,secundaria,no,645,yes,no,unknown,19,may,420,1,-1,0,unknown,no
37,obrero,casado,desconocido,no,897,yes,no,cellular,13,apr,119,2,280,2,failure,no
37,obrero,casado,secundaria,no,103,yes,no,cellular,12,may,153,1,-1,0,unknown,no
35,administrativo,soltero,secundaria,no,847,yes,no,cellular,11,may,85,2,-1,0,unknown,no
38,desconocido,soltero,terciaria,no,0,no,no,cellular,11,sep,260,3,95,3,success,yes
32,obrero,casado,secundaria,no,517,yes,no,unknown,5,may,528,1,-1,0,unknown,no
52,tecnico,soltero,terciaria,no,1308,yes,no,unknown,29,may,361,1,-1,0,unknown,no
49,servicios,casado,secundaria,no,66,yes,yes,cellular,21,nov,59,4,-1,0,unknown,no
46,gerente,divorciado,secundaria,no,361,yes,no,unknown,19,may,86,7,-1,0,unknown,no
42,emprendedor,casado,primaria,yes,66,yes,yes,cellular,6,feb,139,1,-1,0,unknown,no
36,obrero,casado,desconocido,no,70,yes,no,unknown,8,may,219,4,-1,0,unknown,no
32,servicios,casado,secundaria,no,180,yes,no,telephone,15,may,45,2,-1,0,unknown,no
49,tecnico,casado,terciaria,no,279,yes,no,unknown,19,may,168,4,-1,0,unknown,no
46,servicios,casado,secundaria,no,4,no,no,cellular,30,apr,268,1,261,5,other,yes
40,emprendedor,casado,secundaria,no,1416,yes,no,unknown,14,may,210,2,-1,0,unknown,no
36,administrativo,casado,secundaria,no,465,yes,no,unknown,20,may,160,1,-1,0,unknown,no
36,administrativo,casado,secundaria,no,998,yes,no,unknown,14,may,1044,2,-1,0,unknown,no
34,tecnico,casado,secundaria,no,550,no,yes,cellular,9,jul,601,1,-1,0,unknown,no
46,gerente,casado,terciaria,no,1285,yes,no,unknown,27,may,89,1,-1,0,unknown,no
32,servicios,casado,terciaria,no,4908,no,yes,cellular,13,may,491,2,-1,0,unknown,no
32,desempleado,soltero,terciaria,no,336,yes,no,unknown,8,may,139,1,-1,0,unknown,no
32,gerente,soltero,terciaria,no,131,no,no,unknown,3,jun,267,3,-1,0,unknown,no
43,gerente,casado,terciaria,no,348,no,yes,cellular,15,jul,88,3,-1,0,unknown,no
25,autonomo,soltero,terciaria,no,453,yes,no,cellular,17,jul,134,1,-1,0,unknown,no
55,administrativo,casado,secundaria,no,1102,yes,no,unknown,15,may,126,2,-1,0,unknown,no
24,administrativo,soltero,secundaria,no,926,yes,yes,cellular,15,may,191,1,-1,0,unknown,no
40,gerente,divorciado,terciaria,no,502,yes,no,cellular,3,feb,267,4,270,3,other,no
38,gerente,soltero,terciaria,no,8669,yes,no,telephone,20,apr,5,3,150,6,failure,no
48,obrero,soltero,primaria,no,316,no,no,unknown,5,jun,560,2,-1,0,unknown,no
36,gerente,casado,terciaria,no,9324,yes,no,cellular,30,mar,138,8,-1,0,unknown,no
57,gerente,casado,terciaria,no,0,no,no,cellular,19,aug,188,4,-1,0,unknown,no
45,administrativo,casado,secundaria,no,72,yes,yes,cellular,15,may,262,2,352,2,failure,no
33,autonomo,soltero,terciaria,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown,yes
38,tecnico,soltero,secundaria,no,173,no,no,cellular,29,aug,150,4,-1,0,unknown,no
26,servicios,soltero,secundaria,yes,-162,yes,no,cellular,15,may,44,2,-1,0,unknown,no
30,gerente,soltero,terciaria,no,47,no,yes,cellular,31,jul,11,17,-1,0,unknown,no
55,servicios,divorciado,terciaria,no,1983,yes,no,telephone,19,nov,123,1,-1,0,unknown,no
34,obrero,casado,secundaria,no,326,yes,yes,unknown,15,may,150,2,-1,0,unknown,no
60,administrativo,casado,secundaria,no,2552,no,yes,cellular,30,jan,255,2,2,4,other,no
36,gerente,soltero,terciaria,no,1283,no,no,cellular,18,aug,92,5,-1,0,unknown,no
65,ama_de_casa,casado,primaria,no,2179,yes,no,cellular,4,sep,112,7,-1,0,unknown,no
39,autonomo,casado,terciaria,no,1047,no,no,unknown,6,jun,554,1,-1,0,unknown,yes
52,obrero,casado,primaria,no,36,no,no,cellular,13,aug,109,2,-1,0,unknown,no
55,tecnico,casado,secundaria,yes,-308,no,no,cellular,2,feb,781,1,-1,0,unknown,yes
26,gerente,soltero,terciaria,no,1177,no,no,cellular,19,oct,116,1,-1,0,unknown,no
40,autonomo,casado,primaria,no,2077,yes,no,cellular,13,may,363,1,173,24,other,no
52,emprendedor,casado,secundaria,no,0,no,no,cellular,7,aug,82,2,-1,0,unknown,no
29,autonomo,casado,terciaria,no,1,no,no,cellular,18,jul,167,3,-1,0,unknown,no
41,obrero,casado,primaria,no,7735,yes,no,cellular,20,nov,220,1,190,1,failure,no
30,tecnico,soltero,terciaria,no,1922,yes,no,cellular,18,may,546,1,-1,0,unknown,no
28,estudiante,soltero,secundaria,no,153,no,no,cellular,23,jul,1124,2,-1,0,unknown,yes
26,obrero,casado,secundaria,no,2770,yes,no,unknown,8,may,141,1,-1,0,unknown,no
58,gerente,casado,secundaria,no,139,no,no,cellular,27,may,188,1,161,2,other,no
29,gerente,soltero,terciaria,no,21,yes,no,cellular,14,may,107,4,371,3,failure,no
48,tecnico,casado,secundaria,no,178,yes,no,unknown,17,jun,320,4,-1,0,unknown,no
35,obrero,casado,secundaria,no,444,yes,no,cellular,15,apr,244,3,-1,0,unknown,no
26,servicios,soltero,secundaria,no,209,yes,no,cellular,22,jul,319,2,-1,0,unknown,no
49,obrero,casado,desconocido,no,3096,no,no,unknown,16,jun,147,2,-1,0,unknown,no
34,administrativo,casado,secundaria,no,5320,no,no,cellular,3,mar,114,6,467,5,other,no
32,servicios,casado,secundaria,no,4885,yes,yes,cellular,18,nov,400,2,-1,0,unknown,no
31,administrativo,casado,secundaria,no,0,yes,yes,cellular,18,nov,79,3,-1,0,unknown,no
48,desempleado,casado,primaria,no,5462,no,no,unknown,6,jun,29,4,-1,0,unknown,no
40,obrero,casado,secundaria,no,6767,yes,no,cellular,20,nov,97,2,-1,0,unknown,no
42,tecnico,divorciado,secundaria,no,2974,yes,no,unknown,21,may,187,5,-1,0,unknown,no
48,tecnico,casado,secundaria,no,427,no,no,unknown,14,may,201,1,-1,0,unknown,no
38,servicios,casado,secundaria,no,8876,no,no,cellular,2,feb,280,1,75,1,failure,no
53,gerente,casado,terciaria,no,146,no,no,unknown,30,may,150,1,-1,0,unknown,no
59,jubilado,divorciado,secundaria,no,319,no,no,cellular,24,jul,129,1,-1,0,unknown,no
28,desempleado,soltero,secundaria,no,304,no,no,cellular,14,jun,516,1,-1,0,unknown,no
41,obrero,casado,primaria,no,389,yes,no,unknown,16,jun,127,2,-1,0,unknown,no
50,gerente,soltero,primaria,no,766,no,no,unknown,17,jun,174,2,-1,0,unknown,no
31,administrativo,casado,secundaria,no,0,yes,no,cellular,29,jul,82,5,-1,0,unknown,no
30,tecnico,soltero,secundaria,no,3107,yes,no,unknown,3,jun,1516,2,-1,0,unknown,no
59,administrativo,divorciado,secundaria,no,174,yes,no,unknown,16,may,204,1,-1,0,unknown,no
33,tecnico,divorciado,secundaria,yes,-305,no,yes,unknown,9,may,109,1,-1,0,unknown,no
35,autonomo,casado,secundaria,no,670,no,no,cellular,9,jul,378,1,-1,0,unknown,no
30,gerente,soltero,terciaria,no,6164,yes,no,unknown,27,may,152,11,-1,0,unknown,no
71,jubilado,casado,secundaria,no,2850,no,no,cellular,17,feb,185,1,-1,0,unknown,yes
30,servicios,soltero,primaria,no,79,yes,no,cellular,15,may,317,1,-1,0,unknown,no
24,servicios,casado,secundaria,yes,110,yes,no,unknown,23,may,27,1,-1,0,unknown,no
34,tecnico,soltero,secundaria,no,5039,no,no,cellular,20,nov,205,6,-1,0,unknown,no
34,obrero,casado,secundaria,no,360,yes,no,telephone,19,nov,46,1,182,2,failure,no
52,administrativo,casado,secundaria,no,199,no,no,cellular,28,jan,978,2,189,1,other,no
33,autonomo,soltero,secundaria,no,238,yes,yes,cellular,5,feb,45,5,-1,0,unknown,no
38,obrero,casado,secundaria,no,5092,yes,no,unknown,17,jun,145,6,-1,0,unknown,no
41,administrativo,divorciado,secundaria,no,1088,yes,no,cellular,28,jan,138,1,-1,0,unknown,no
42,gerente,divorciado,terciaria,no,221,yes,no,unknown,7,may,720,2,-1,0,unknown,no
38,obrero,divorciado,secundaria,no,889,no,yes,unknown,18,jun,362,1,-1,0,unknown,no
48,obrero,casado,primaria,no,750,yes,no,cellular,18,may,90,6,-1,0,unknown,no
34,tecnico,soltero,secundaria,no,0,yes,yes,unknown,16,may,214,1,-1,0,unknown,no
46,obrero,casado,primaria,no,1291,yes,no,cellular,14,may,142,3,259,17,failure,no
33,tecnico,casado,secundaria,no,1844,yes,no,unknown,29,may,241,3,-1,0,unknown,no
40,gerente,casado,terciaria,no,89,yes,yes,telephone,9,feb,148,6,-1,0,unknown,no
36,administrativo,casado,secundaria,no,4280,no,no,unknown,19,jun,227,6,-1,0,unknown,no
32,tecnico,soltero,secundaria,no,0,no,no,cellular,21,aug,126,2,-1,0,unknown,no
33,obrero,casado,secundaria,no,625,yes,no,unknown,28,may,410,1,-1,0,unknown,no
55,tecnico,casado,desconocido,no,574,yes,no,cellular,29,jan,243,2,-1,0,unknown,no
58,gerente,casado,primaria,no,320,yes,no,unknown,30,may,171,2,-1,0,unknown,no
25,tecnico,soltero,terciaria,no,468,yes,no,unknown,15,may,147,1,-1,0,unknown,no
47,servicios,casado,secundaria,no,440,yes,no,unknown,12,jun,91,1,-1,0,unknown,no
40,desempleado,casado,secundaria,no,0,yes,no,cellular,19,nov,332,1,183,1,failure,no
59,jubilado,casado,secundaria,no,5706,yes,no,cellular,25,jul,471,2,-1,0,unknown,no
40,gerente,casado,terciaria,no,7780,no,no,telephone,4,may,364,1,355,1,other,no
30,gerente,casado,secundaria,no,-559,yes,yes,cellular,7,may,98,1,167,2,failure,no
25,emprendedor,soltero,terciaria,no,16874,yes,yes,cellular,15,may,117,2,-1,0,unknown,no
58,jubilado,casado,primaria,no,1987,no,no,telephone,14,jul,185,4,-1,0,unknown,no
39,emprendedor,casado,desconocido,no,98,yes,no,telephone,15,may,59,3,367,1,other,no
40,autonomo,casado,terciaria,no,642,no,no,cellular,18,nov,147,3,-1,0,unknown,no
38,obrero,casado,secundaria,no,526,yes,yes,unknown,23,may,553,2,-1,0,unknown,no
66,gerente,soltero,terciaria,no,6483,no,no,cellular,13,aug,275,1,-1,0,unknown,no
47,gerente,casado,terciaria,no,2306,no,no,telephone,6,aug,239,4,-1,0,unknown,yes
37,obrero,casado,secundaria,no,954,yes,no,unknown,2,jun,402,9,-1,0,unknown,no
36,gerente,soltero,terciaria,no,-679,yes,yes,cellular,7,may,172,1,93,1,failure,no
50,obrero,casado,primaria,no,-1,no,no,cellular,19,aug,195,2,-1,0,unknown,no
76,jubilado,casado,primaria,no,2590,no,no,telephone,9,feb,68,12,-1,0,unknown,no
58,gerente,soltero,terciaria,no,331,no,yes,cellular,28,jul,82,3,-1,0,unknown,no
42,administrativo,casado,secundaria,no,4209,yes,no,unknown,5,jun,57,6,-1,0,unknown,no
58,servicios,divorciado,secundaria,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
28,autonomo,soltero,terciaria,no,0,yes,no,cellular,21,jul,479,1,-1,0,unknown,no
41,tecnico,casado,secundaria,no,0,no,no,cellular,29,aug,141,2,-1,0,unknown,no
30,gerente,casado,terciaria,no,151,no,no,cellular,19,aug,82,4,-1,0,unknown,no
32,gerente,divorciado,terciaria,no,883,yes,no,cellular,10,dec,798,1,185,5,other,yes
27,servicios,soltero,secundaria,no,266,no,yes,cellular,7,jul,232,1,-1,0,unknown,no
